predicted,actual,diff,comment
0,2,2," Příliš mystické, příliš dogmatické. Jsem přesvědčený, že ti úspěšní se takovými filmy, takovými návody nikdy nezabývali. Ti neúspěšní, zoufale toužící po úspěchu se takovými návody zabývají a stejně jim to moc nepomůže. Samozřejmě, že někdo bytostně negativní bude mít spíš neúspěch. Jenomže se mu sotva podaří stát se pozitivním pomocí takových návodů jako je tenhle film. I z textů zdejších komentářů jasně vyplývá, že vysoké hodnocení tady dávají snílci, nevyrovnané osobnosti a lůzři.
Uživatel Dadel: „Pavědecký blábol pro lůzry“
Uživatel Flipper: „treba čím skôr zdvihnúť zadok a niečo aj preto urobiť, a nie len vysielať do univerza signály“"
3,1,2," Keď už si mám vybrať skutočne hodnotné myšlienky, radšej si prečítam niečo od Osha. Tuto sa nejaká neukojená stará vražda inšpirovala americkým snom a zarobila na nekonečnej ľudskej hlúposti majland. V ghettách, slumoch a favelách si tvojou knihou, milá Rhonda, vytierajú riť.  Slovami Georga Carlina: ""Fuck Hope!"""
0,5,5," Nejlepší dokument, který jsem kdy viděla. Vše potřebné je tu vysvětleno. 
Všechno z toho funguje! Doporučuji. :)"
0,3,3," Mé celkové hodnocení se sestává ze dvou dílčích, která hned objasním a tím nejspíše (dle mého názoru) objasním také důvod těch rozporuplných hodnocení zdejších uživatelů. První hodnocení je odpad! - proč dávám odpad? Jednoduchá odpověď, odpad dávám za provedení, sestavení a ""filmovost"" tohoto snímku, které shledávám značně amatérské a nezajímavé. Špatně provedené, kdy po prvních deseti minutách se mi chtělo dokument vypnout a dále se jím nezaobírat. Druhé hodnocení je však naopak 5* - ptáte se, proč pět hvězd? Dokumentu dávám pět hvězd za myšlenku, motivaci, objasnění, naplnění pozitivní energií a za otevření očí. Sám si momentálně nejsem jistý, na kolik ono záhadné, století skrývané ""Tajemství funguje, ale popravdě je mi to jedno. Něco jsem si z toho odnesl. Věřím, že si každý z tohoto dokumentu něco odnesl a záleží jen a jen na něm, jestli je to věc pozitivní a nebo věc negativní. Tento dokument jsem si pustil z jednoho prostého důvodu a to proto, abych se ve svém životě pokusil posunout dál, pokusil se najít novou cestu. Chtěl jsem nasát všechny ty pozitivní myšlenky a potřeboval jsem namotivovat. To vše se podařilo a momentálně už je pouze na mě, jak těchto nabytých znalostí a pozitivních myšlenek využiji. Rozhodně dokument k zamyšlení, který doporučuji všem, kteří stojí před nějakou pomyslnou ""křižovatkou"". Do jaké míry na mě bude mít tento dokument vliv bohužel zatím nedokážu říci, důležité ale je, že jsem nějak začal."
0,0,0," Tak tohle vážně ne. Myslím si, že plný název knihy/dokumentu by měl znít: Tajemství Satanova, pokračování s názvem Přání pak Modlitba k ďáblu. Shadwell to vážně vystihl. Nejhorším na tom celém je, že to funguje. Ruce pryč, je to zaručená cesta do pekel. Děcka, Ježíš je tady pro všechny, tak si toho važte a vykašlete se na balast typu Tajemství apod."
2,4,2," ""PŘEDSTAVIVOST JE VŠE. DÁVÁ NÁM NAHLÉDNOUT NADCHÁZEJÍCÍ PŮVABY ŽIVOTA"""
0,3,3," Zhlédnuto jako motivační video v rámci firemního školení. Zaujal mě úvod filmu, kdy nás autoři navnadili tím, že po zhlédnutí snímku budeme znát tajemství úspěšného, radostného a štěstím naplněného života. Ještě během vysvětlování zákonu přitažlivosti (to na co myslím, to přitahuji = síla pozitivního myšlení) jsem byla schopná s otevřenou myslí naslouchat . Vše se ve mně zlomilo s druhou polovinou filmu, která je věnovaná převážně získávání hmotných věcí (velký dům, luxusní dovolená, drahé auto). Jelikož nic z toho není pro mne důležité, přestala jsem se soustředit a příklady z praxe mě vyloženě rozčilovaly...Výplach mozku? Asi ano. I ten můj je vypláchnutý. I když jen částečně."
0,5,5," Však, věř a víra tvá tě uzdraví. Něco na tom bude. Většině lidí něco chybí. A tohle je názorná ukázka toho, že si to dělají sami. Vemte si ty ,,zoufalce"", co nemají vztah. Proč ho nemají? Protože nad tím pořád přemýšlí a věří tomu, že na ně nikdo nečeká, už předem předpokládají, že jim žádný vztah nevýjde - taky, že ne. Jednoho dne se ale rozhodnou, že na to kašlou. V duchu si řeknou: jednou to přijde. Přestanou řešit, že jsou sami, přestanou přemýšlet a....ono to přijde. Nejde jen o to myslet pozitivně. Neřekli tam to nejpodstatnější...nechat věci jít. Neřešit je. Nezabývat se jimi, jen si v duchu představit jak to skončí a jít ,,řešit"" něco jiného...ono to tak skončí. Až bude ten ,,správný čas"". Jo...krásná myšlenka. Akorát trošku neladí, najde se pár drobností, jakože těžko ovlivníte vůli druhého, nebo, že to není jen na vás, protože jestli svět utváří myšlenky, tím pádem ho utváří i vaše okolí, které pomáhá k vytvoření ,,vašeho"" světa, není to jen práce jednotlivce, stačí, když si Váš přítel něco myslí, něčemu usilovně věří /ve spojení s vámi/ a ejhle, taky Váš osud ovlivní i Jeho myšlenky."
0,0,0," Dámy a pánové, chytám nádech dokumentárního kritika a mám vážně pocit, že mi to jde! Třeba nedávno jsem opravdu zarytě myslel na to, jak si najdu super práci a budu bžiliondář... ale mám i menší cíle. Takže když jsem na poslední akci chtěl mít hrozinky moc sex s tamtou načančanou slečnou,tak jsem se na ni upřeně díval, vysílal signály a optimisticky a intenzivně jsem uvolňoval tok svých metafyzických myšlenek, abych se večer miloval jako nadržený bizon a vyprcal z ní poslední známky inteligence! No, omyl. Avšak jediné z čeho bych mohl zbohatnout a mít nepřeberné množství kýženého sexu, je vymyslet mašinku, která by vyráběla energii z lidské blbosti. A je to tady!!! Nobelovka za první perpetuum mobile v historii, čerpajíc z nekonečné lidské demence a naivity. Fajn holky a kuci, věřte si třeba ve Zvonilku a piráty, ale neperte nám do hlavy, že je to dogmatická pravda...sem se zas nasral ^_^"
5,0,5," agitka zapadni materialisticke spolecnosti. Ja si porad vizualizuju mir na Zemi a ono nic. Ferrari nepotrebuju, takze je mi to nic. Zkuste rict, ze mate rakovinu a ze vas to boli- ne musite se stat pozitivnim bojovnikem a ne se sverovat ostatnim se svymi pocity, ktere zakousite. Neotravuj a mysli pozitivne. Obchodnici, kteri kdyz neprodaji museji byt motivovani museji myslet pozitivne. Aha. Takze az budou myslet vsichni, tak vsichni prodaji, akorat nevim komu. Diky pozitivnimu mysleni dnes je neslusne nekomu rict, jak se citite- jste za otrapu. diky pozitivnimu mysleni, ktere podporuje sobectvi a vyhyba se realite je amerika tam kde je. Ta je zalozena na kultu pozitivniho mylseni. Vychovavani deti- kdy ho nesmite placnout, servat, ucit ho mravum- je opet dilem pozitivniho mysleni. Je to mor."
0,4,4," A ono to funguje!
Ale 4 hvezdičky, protože knížka je lepší."
0,0,0," Největší blaf historie , knížku, kterou mi vnutila kamarádka, jsem bohužel přečetl, a byla to jedna z největších chyb mýho života ( horší bylo snad jen být kamarád s někym jako ona ). Nevěřim na sílu myšlenky, opravdu ne. Je to prostě jenom jeden obrovskej megaklam, jedna z milliard manipulací, kterou se lidstvo nechá ovládat. Kdyby tady bylo něco horšího než odpad, jako třeba megasračkoidní odpad, tak to tam hned dám, bohužel takhle jenom odpad, a trošku pošpiňující komentář ."
0,5,5," Občas se člověk ve svém životě setká s něčím co mu ovlivní, mnohdy i změní život. Pro mne to bylo ono Tajemství.."
0,0,0," Tak trochu nevím jak tento dokumentární snímek ohodnotit. Věřím že spoustě lidem přijde naprosto nesmyslný a trapný, že litují že si ho pustili. Mě něco dal i když ne asi tolik kolik by měl nebo kolik by mohl. Zatím prostě nedokážu věřit na nějaký ""vesmír"" který se zajímá o každého jednotlivce na zemi. A jestli si někdy ověřím že vše co tam říkaly jako ověřené fakty funguje... Pak zhodnotím hvězdami :)"
0,0,0," Hooooly shit to je ale neuveritelna cypovina. Motivational and success guru, to bude asi neco jako nadsamec ooom Jara. Doufam, ze ten brzy taky natoci svuj film o odhackovani a jak nas to vsechny vlatne vysvobodi. Ono vetsina lidi si mysli, ze je cely svet ojebava, takze staci odhackovat a hotovo... Dochazi mi slova uzasu a obavam se, ze to nezvladnu pres slzy smichu dodivat... Fascinujici..."
0,0,0, Ezotektonické bezbřehé rádoby asi nic. To snad ani není hodno hovnocení.
0,0,0," Práveže mne bolo povedané, že ak na niečo veľmi myslím, tak sa mi to nevyplní, a že to čo chceme, príde keď to najmenej čakáme. Napr. bojím sa skúšky, myslím si, že som ju nenapísala dobre, a div sa svetu, plný počet bodov! no ako to ""tajomstvo"" vysvetlí? ""Zákon príťažlivosti funguje stále"", ""všetko na čo myslíte a čo cítite dnes, vytvára vašu budúcnosť"" aha, takže preto deti v Afrike umierajú od hladu a smädu, takže to oni si za to môžu? Treba ich prísť naučiť pozitívne myslieť a vualá, zrazu majú ruky naplnené jedlom a vodou. Aký zázrak! psst, je to tajomstvo. Jasné, že životom sa ide ľahšie, keď si pozitívne naladený, lenže ja si myslím, že človek by nemal mať čisto pozitívne myslenie ani čisto negatívne (ako to v dokumente ukazovali čierno biele), ale mala by tam byť rovnováha. Dobro nemôže existovať bez zla, a naopak. Pretože ľudia nie sú stroje, ale živé bytosti, schopné prežívať radosť ako aj smútok, smiech ako aj plač, pokoj ako aj hnev, lásku ako aj nenávisť atď a nemyslím si, že vyhýbať sa jednej celej kategórií je to najlepšie. Ďalej k tomu, čo odznelo - ja by som skôr povedala, že bohatí ľudia sú mrzutí a chudobnejší zasa veselší a dobrosrdečnejší. Pretože sú ľudia, ktorí majú všetko ale aj napriek tomu sú nespokojní, majú depresie atď. A sú ľudia ktorí toho majú málo, a predsa majú radosť zo života. Alebo ľudia, ktorí majú nejaký hendikep, sú šťastnejší než tí, ktorí majú pomerne všetko - ukážka 1, ukážka 2.
Takisto, forma podávania informácií v dokumente mi vadila. I keď na začiatku povedali, že to nebude žiadne wu wu, ale popravde, tak to na mňa pôsobilo (už ale hneď od úvodu mi to prišlo na pekný brainwashing), pretože ""mysli pozitívne a bude sa ti dariť"" zabalili do obalu ""želaj si niečo, ver tomu z celého srdca a vesmír ti to prinesie"". Meh. Nehovorí sa náhodou ""učený z neba nikto nespadol"", a zrazu tento teleshopping na šťastie nám chce nahovoriť, že šťastie z neba padá? Netreba vynaložiť žiadne úsilie, treba iba veriť? Ja nie som duchovne založená, ale myslím kriticky, takže sa im tento plátok mne nepodarilo predať. Posledná poznámka - nejde mi do hlavy, prečo niektorí tí rečníci si neželali byť štíhli či zasa mladí...(Lepšie sformulovaná kritika - užívateľ: GreySphinx na IMDB)"
0,0,0," Shlédnuto
Hodnotit si netroufám ale,.Výsledek? Ukáže čas :)"
0,1,1," No tak to mohli v rámci natáčení zavřít chlapa do cely se svíčkou a počkat až mu ji vesmír milostivě zapálí a vyhoví jeho tužbám, když jsou v tom tak dobří a stojí si za tím. Všechny informace se daly sdělit divákovi v 10 minutách, zbytek byl jen omílání téhož stále dokola. Eště že to skončilo, jinak bych to už asi musel vypnout."
0,1,1," Furt a furt tam omíleli jedno a to samé dokola. Furt a FURT !!! Až mě to uspalo a nasralo. A propo...taky se mi někdy zdá, že se mi celý den sere. Na co šáhnu, to dojebu, ale takový je prostě den. Někdy se holt nedaří. Pozitivním myšlením změníme svůj nadhled, nikoli svět kolem nás."
0,0,0," Začátek: Skoro každý významný člověk v historii znal tajemství. Tak hned toto krásně vyvrátíme. Ono tajemství, které spočívá v tom, že to co chcete to dostanete, je u těchto lidí hned z několika důvodů nemožné. Zaprvé, většina slavných v starších dobách, byly chudí lidé s nešťastnými životy, neštěstím v lásce, jejich dílo nebylo doceněno za jejich života, měli potíže. Poté, když se řeklo, že můžete teda získat takřka vše, nehledě na materiální věci, tak někdo by třeba chtěl lépe něčemu rozumět, dostat Nobelovu cenu za matiku, či fyziku, ale toto prostě logicky nejde. Když se někdo narodí hloupí, přáním se mu nevyplní, že najednou pochopí celou matematiku. Dále: Ano s filmem souhlasím, že vaše myšlenky vytváří určité frekvence, ale už nevěřím tomu, že se posílají do celého vesmíru a určují váš den, to by byl tento svět sen a né život, navíc vaše myšlenky by se střetávali s ostatními lidmi, takže nevyrušilo by se to třeba? A jak to, že chudým se nic nevyplní, určitě by chtěli jídlo, majetky, peníze, přece na to určitě myslí, představují si to. Tak kde je chyba? Film zakládá na jednoduchých principech, které opravdu existují, sice né přesně tak, jak chtějí oni, ale fungují. Jednou jsem je dokonce vypsal, když se mě někdo ptal, jestli existuje karma. Pokud si zajdete do koupelny zjistíte, že opravdu existuje. Zpátky k tématu: Když ráno vstanete dobře, něco vás potěší den je hned lepší a když se zase zkazí, hůř přežíváte. Jde tu o to, že když se vám něco nepodaří a něco se jednoduše sere, bude se toho srát ještě víc, protože myslíte, že dnes máte špatný den, za všechno to může a maličkostem budete přidělovat velikost, kterou doopravdy nemají. Teď naprosto teoreticky: Kdyby tohle vše fungovalo, kdo by kopal kanály, kdo by něco vyráběl, přece každý by byl zazobaný a chtěl by si něco koupit, ne? A já vám řeknu, jak by to vypadalo, kdyby každý byl bohatý. Pořád by byli ti nejbohatší a jen cena peněz by klesla, aby se z průměrně bohatých zase stali pracanti, kteří musí vydělávat, tak to je.. Takže i kdyby to fungovalo, dopadlo by to naprosto stejně. Navíc zde ukradli hlášky z Warcraftu, aneb když džin řekl: Tvé přání je mi rozkazem. I bez-mozka napadne, že nikdy nebyly žádný hloupý tři přání z jednoduchých důvodů. 1. Džinové neexistují... 2. Kdyby existovali, tak mi splní přání, mít víc přání.. Takže tímto bychom měli to záporné. Kladných věcí zde bohužel moc není, protože motivace od těchto dědulů, co tam jsou, je jako, kdyby mi to říkal Vlasta Plamínek. Dobře, ale.. Pár motivačních věcí, co vám výrazně zlepší život, tam opravdu je. Když se na svět budete dívat usměvavýma, šťastnýma očima a budete vděční za to, co máte, tak se vám bude lépe žít. Když si za něčím tvrdě půjdete, dostanete to. Nevzdávejte to hned, žádné přání se vám nesplní přes den. Na závěr: Některé teorie jsou jednoduše chybné, je to to samé jako bych já zveřejnil svou teorii, že neexistuje pevná hmota, bohužel to nemám nijak podložené, ale věřím tomu a i tak, je to pravděpodobnější, než tady toto. Upřímně, když jsem slyšel The Secret myslel jsem si, že to bude nějaké odhalování starobylého tajemství, bohužel :D. Tento film je prostě nehodnotitelný, možná bych řekl, že tak trochu vymývá mozek, ale to zase není taková pravda. Egoisticky a sobecky si myslím, že můj náhled na svět je skutečnější a lepší. Kdyby chtěl někdo ještě bližší informace a tak, tak mi může napsat, toto je totiž hodně diskutabilní téma."
0,1,1," Neoslovilo mě. Nelíbí se mi myšlenka, že tajemství se předává z pradávna do dneška - nutí mě to smát se vzpomínce na seriál Simpsonovi,  u kterých v jednom díle byla vytvořena parodie. Všichni podvědomě víme, že když budeme smýšlet poziivně celý svět hned bude krásnější, milejší a budeme se mít líp. Tak na co to omílat hodinu a půl dokolečka?"
0,5,5," Toto je možná můj poslední komentář, neboť není smyslem mého života psát komentáře na ČSFD.
""Dokument"" jsem viděla poprvé před 4,5 roky a můžu říct jediné DOPORUČUJI. Že to zní bláznivě a je třeba se tomu vysmát či se bojíte, že se Vám někdo vysměje? ... Až budete sedět na terase svého vysněného domu JAKO JÁ či u bazénu, spolu se svým vysněným/ou partnerem/kou a kolem Vás vaše děti (přestože Vám doktoři řekli, že žádné nebudete moci mít), všichni budete šťastni a zdrávi (přestože jste měli nevyléčitelnou nemoc), budete mít svoji vysněnou práci a život, tak si na tyhle posměváčky ani nevzpomenete...
FUNGUJE TO, je pouze na Vás, zda jste už připraveni ŽÍT LEPŠÍ ŽIVOT...
A na závěr malé zamyšlení, dle mého počtu hlasů se nebude tento můj komentář objevovat na prvních místech, Vy ho ale přesto právě čtete, nechce Vám tím někdo něco říct... ?"
0,0,0, Proč dělat z nonverbální komunikace magickou sílu?
0,5,5," po zkouknutí tajemství už je to pár let dozadu, jsem šel na ruletu s bratrem a zkusil jsem využít tu sílu a nějakym způsobem jsem uhodl 2x číslo přesně za sebou bratr tomu nemohl uvěřit a doteď ho tohle totálně pohltilo, já se tomu tak nepodal, ale vím že něco na tom bude....člověk když se vážně soustředí a jde si zatim na 100% tak toho dosáhne podobné to je i u střelby na bránu atd. všechno je to jen v hlavě..."
0,5,5," Doporučil mi to spolužák, a jsem mile překvapena. Něco do sebe to určitě má a mých 5***** si rozhodně zaslouží. http://www.youtube.com/watch?v=NstGuUuHQRs  :)"
0,5,5," Jednoduše film, co mi změnil život :)"
0,4,4," Trochu až vlezlé a opakující se, ale pozitivní a s myšlenkou a to já rád. :)"
0,3,3," Veľmi slabé 3 hviezdičky. Tajomstvom by som to nenazýval, to že treba myslieť pozitívne a nie stále na najhoršie veci je snáď jasné každému :D Miestami smiešne prirovnania a príhody. Keď má niekto dlhy tak je jasné, že ich aj splatiť musí :D"
0,3,3," Teraz je to už každému jasný, hej? Len pozitívne...        


 Osobné hodnotenie:    70% (***) "
0,5,5, Přehrát povinně všem.
0,0,0," To je taková hovadská sračka! Skutečná nejodvrácenější strana veškeré lidské existence a jejích výtvorů. Popkultura, propaganda, new age a vymývání mozků v té nekřišťálovější a nejtemnější podobě. Na téhle planetě už nechci dál žít."
5,1,4," Velmi naivisticko-ezoterická myšlienka zabalená do amerického pozlátka. Film dáva len nereálnu nádej a ilúziu, to však naivným ludom stačí, a tak tento film budú označovat za úžasný.
Občasne zgeneralizové a nepravdivo poupravované dokazy, napr.: to že placebo má rovnaký účinok ako normálna tabletka a možno aj vyšší, čo je ale zavádzajúci záver, pretože z výsledkov vedeckých štúdií sa zistilo, že placebo má len 40% účinok. (takže reálne nie rovnaký, ani vyšší) Dalej predkladajú dokaz o tom že tento zákon prítažlivosti funguje príbeh Morisa Goodmana, ktorý spadol z lietadlom a potom sa z toho vyliečil. Takže on sa v mysli chcel uzdravit, tým to pritiahol a uzdravil sa, ale to iba znamená, len to, že sa vyliečil, o nevyvratitelnom dokaze, že tento zákon pre všetkých funguje to ale nič nevypovedá. Udivuje ma, že tvorcovia túto hlavnú myšlienku suverénne nazývajú zákon, kedže zákon/pravidlo by znamenalo, že A = B, inak povedané, čo chcem, to sa mi splní.


Z vedeckého hladiska, však tento jav (no nie je to zákon), ktorý sa popisuje v tomto filme ako zákon existuje a funguje na základe výsledkov prianí a skutočnosti. Zjednodušene povedané ak na niečo myslíte,že to chcete/že sa to stane a splní sa to a ak niečo chcete a nesplní sa to, tak mezi tymito dvomi udalostami vzniká určité percento. Reálne je to tak 50:50. Avšak mozog si s tom urobí prepojenie a nadobudene dojem, že v tom je nejaký zákon. Tento rovnaký jav funguje na princípe toho, že niektorí ludia veria, že: čierna mačka prináša neštasie, piatok 13. je neštastný,... Viac o tomto jave sa dá nájst vo vedeckom dokumente: Cestovaní červí dírou"
0,4,4, Nemusíte tomu věřit ale měli by jste to vidět a zamyslet se nad tím. To je vše co k tomu napíšu.
0,3,3," Člověk by si měl věřit, myslet pozitivně, z každé situace vytěžit to dobré a vždy si jít  za svými sny. To je taková základní životní filozofie, podle které se ovšem málokdo řídí. - Ten dokument je fajn, jenom je neskutečně moc natahovanej."
0,3,3," Myšlenka skvělá, ale celé je to moc přehnané. Věřím, že pozitivní myšlení má důraz především na psychiku člověka jako takovou, ale abych tejden přemejšlel nad tím, že chci mít doma slona a on se tam zničeho nic objeví, to je jako dost velká kravina. Vemte si děti v Africe. Každý den po celý svůj život si přejí žít lépe, mít dostatek vody, jídla a dobré vzdělání.... z tisíců dětí se to podaří každému řekněme stému (když budu hodně mírný)..... ovšem podle tohoto dokumentu by se to mělo podařit všem. A takovýhle případů jsem během deseti minut našel minimálně padesát. Příjemná a zajímavá, ovšem poněkud nedomyšlená teorie. To je Tajemství."
0,5,5," Obsahově hodně fascinující dokument...ono na tom fakt něco je. Mohl být kratší, ale i tak mu dávám plný počet."
0,4,4," By sa to nemalo volať The Secret, ale The Truth. Jednoznačne!"
0,3,3," Dal som nakoniec za 3*, ono ako dokument fajn, lenže za toto by sa dalo dať aj 5* a kludne aj odpad ! ... proste je to tak"
0,0,0," Ahoj, jsem velká optimistka, věřím, že když budu věřit, tak vše dokážu a vše se mi splní. Když onemocním rakovinou, tak se podívám na ""dokument"" The Secret, zjistím v čem tkví tajemství a vyléčím se. Momentálně jsem si úplně jistá, že zítra půjdu po městě a spadne mi na hlavu taška plná peněz a budu bohatá. Budu myslet na to, že se ráno probudím, narostou mi křídla a já se naučím létat... když budu konečně bohatá a naučím se létat, tak se stanu prezidentkou USA a budu nesmrtelná."
0,4,4," Dostala jsem doporučení a tak jsem se rozhodla podívat. A byla jsem mile překvapena. Film, který vás doslova nakazí pozitivním myšlením. Ale nejde jen o to. Prostě nabádá k uvolnění, k méně ostražitému žití a k jednoduchému přístupu. KDYŽ NĚCO NECHCEŠ, TAK NA TO PROSTĚ NEMYSLI. Pokud se podíváte na film, fajn, ale víc doporučuji přečíst si knihy od Rhondy Byrne (Tajemství,Moc,Kouzlo) protože v těchto knihách je všechno více vysvětleno. Knížky jsou navíc doplněny i citáty slavných vědců,filozofů, či svatých a určitě vás to inspiruje. Dále taky vydává skvělé knihy Joe Vitale, který se v tomto dokumentu taky objevil. Vím, že většina tomu nevěří a prohlásí, že to je hloupost, ale zkuste podle toho chvíli žít a uvidíte, jak se vám povede."
0,2,2," Diskuze k tomuto mi připadá velmi zajímavá. Musím to dát ještě alespoň jednou Dříve bych to označil za nehorázný blábol, teď bych to doplnil o to, že je důležité pochopit proč  je to blábol."
0,5,5," Jednoznačně luxusní záležitost, která odstartovala mou proměnu! Někdo nechápe, někdo nevěří. Mě to funguje a jsem šťastný! Rozhodně to není tak, že teď myslím na čaj a on se zjeví anebo mi jej hned někdo ""nevědomky"" udělá. Je to o soustavné práce se sebou samým. Kdo tohle pochopí a začne, bude ""odsouzen"" k proměně, k užívání principů života. Nevěříte? Nemusíte. Je to jen na vás…"
0,5,5," Každý elitní snivec ví, že všechno v tomto filmu je pravda, že realita a sny jsou utkány ze stejné matérie. Pokud věnujete pozornost jen pozitivním myšlenkám, budete mít pozitivní, pohodový, příjemný, veselý a bohatý  život. Pokud budete myslet negativisticky, budete celý život živořit ve třetí cenové skupině uprostřed chudoby, nemocí, katastrof, dluhů, hádek a frustrací na nějakém hnusném zasyfleném sídlišti plném kriminality. Všechno ve Vesmíru je energie a energie našich myšlenek utváří naši budoucnost, přitahuje všechno, co se nám stane, s kým se potkáme. To, čím jsme právě dnes, je výslednicí našich předchozích myšlenek a snů. A pokud někdo tvrdí, že film Tajemství nefunguje – tak proč ne, Vesmír je ochoten vyplnit každé lidské přání a takovému zabedněnému hlupákovi to skutečně fungovat nebude (protože on sám se pro to rozhodl, je to jeho záměr)."
0,5,5," Takové ""menší"" SUV značky Volvo by se mi šiklo, musím se vážně nakopnout pozitivním směrem a nejen v tomto ohledu... Doma už ovladač mám na Tévé a Dévedé, takže si dokážu s klidem vizualizovat centrál na vytoužené vozítko, které brzy přistane před mým barákem s mašlí na kapotě a cedulí s nápisem MOJE. Celý život do nás vtloukali: To nesmíš, to nedokážeš, tam nepatříš, na tohle nemáš, to nikdy mít nebudeš a další přízemnosti a manipulativní techniky. A ejhle ono se není prý co stydět za chtění peněz, auta, lepší práce, dovolené, bytu a jiných dobrých vymožeností v interakci s vesmírem. Dokonce i zdraví je čistě otázkou vlastní vůle a silných myšlenek. Proč ne? Proč nechtít všechno? Jen je třeba neztrácet čas a udělat první krok kupředu, ni zpátky..."
0,5,5," Motivační orgasmus, nespočítám kolikrát jsem Secret viděl a kolikrát si ho ještě přečtu nebo pustím. Jsem vděčný, že jsem měl tu možnost ho tenkrát poprvé vidět. Je opravdu těžké (snad nemožné) myslet neustále pozitivně ovšem pokud něco opravdu chcete a věříte tomu, začínají se dít věci. Už mi tolikrát pomohl a to myslím vážně, o to víc se musím smát když čtu ty Vaše hovna o vymejvárnách mozků..je mi vás líto! Kdo neviděl nebo nečetl ať to okamžitě napraví. Jenom o tom píšu a už bych se na něj podíval znova. The Secret mi změnil pohled na svět :)"
0,2,2," Ničím nepodložené, podbízivé a pouťovou grafikou prozdobené opakování několika doměnek pro ty, kteří hledají jednoduché odpovědi. Teleshopping naruby - nejdřív zaplatíte a pak se díváte na pitvořící se úspěšné lidi. Za celou tou plastovou maskou tuším totéž, co zde pěkně vystihl uživatel Shadwell."
0,0,0," Vy tomu věříte? Já ne. Zase dokument o víře. Bylo by sice hezké, aby to tak fungovalo, ale uvažujte racionálně. Opět mě připadá, že někdo vydělavá na hlouposti lidí, tím myslím např. knihu, kameny vděčnosti za 10 dolarů :-)) apod. Tento dokument mě připadá jako největší nesmysl co kdy kdo vymyslel. Je to spíše o tom, aby lidé pozitivním myšlením byli šťastnější, dokument oblbovák."
0,5,5," Rád bych napsal komentář k tomuto filmu. Ale byl bych v táboru těch, kteří tomu věří a obhajoval svůj názor oproti táboru, kdo nevěří. Je to každého věc, kdo tomu uvěří.  Já věřím, že v tom je kus pravdy. Teď k dokumentu, bylo to podáno hezky ani trochu mě to nenudilo. 

Za 5* bez debaty kvůli tomu, co dokument se snaží dát :)."
0,5,5," ""Život môže byť absolútne fenomenálny - a mal by byť - a bude, keď využijete tajomstvo."" Dokument prezrádza jednoduchú životnú filozofiu k naplnenému šťastnému životu. V ukážkach sú príklady na situácie z bežného života,  s ktorými sa určite každý stretol. Dokument si naozaj zaslúži dobré hodnotenie, pre svoj prínos k demotivovanej a takmer stratenej spoločnosti. Stavím sa, že kto hodnotil tento dokument negatívne, určite je sám so sebou nevyrovnaný, nešťastný alebo nejako inak nespokojný. Pre nich mám len jednu správu. Bohužiaľ, fakt tá ich filozofia funguje.."
0,0,0," 27.3.2010 ~ Všechny velké osobnosti naší historie ho znali. Znali ho a uměli ho využít. I dnes jej mnozí znají a řídí se jím. A díky tomuto filmu jej poznáte i vy. Prozradíme vám tajemství..... A když zavoláte do pěti minut, obdržíte jednu sadu nožů zdarma! ~ Na rovinu - pustil jsem si to a čekal nějaký film. Zápletku, děj a finální vyřešení. Byl bych ochoten akceptovat jakoukoliv část normálně zamýšleného filmu a to jakkoliv blbou. To, co na mě vyvrhl tenhle snímek, jsem ale vážně nečekal. ~ Během úvodní minuty mi bylo jasné, že tady se alespoň dobrého filmu nedočkám, vše ukazovalo na další béčko z poddruhu béčkové béčko. Pak následovalo dalších devět minut nevěřícného zírání na to, co to sakra... pak vypnutí a smazání. Tohle ne. ~ Osobně jsem se s tím nikdy nesetkal, až doteď. Ale vy to možná znáte - takové ty instruktážní filmy ""Jak být úspěšný v práci"", ""Jak být šťastný"" apod. Doteď jsem se s tím setkával pouze velmi zprostředkovaně a vždy jsem jen kroutil hlavou, kdo má zapotřebí tohle vysílat do éteru. A tuhle otázku mám stále, navíc k ní přibyl dovětek ""...a kdo se na to má koukat?"". ~ Tohle je totiž hodinu a půl dlouhé kydání o tom, jak si zajistit šťastnější a úspěšnější život ála ""Věř, že se tak stane a stane se"". Dokument plný rádoby skutečných postav a jejich úspěchů, dosažených myslí. Vydržel jsem to poslouchat deset minut. pak jsem náhodně několikrát posunul ""film"" a když jsem zjistil, že se tam úplně stejně kdáká po celou jeho délku, nevydržel jsem. Prostě to nešlo. Teleshoping považuji za zhůvěřilost hodně těžkého kalibru, tohle byla jen jeho jiná odrůda. ~ Podívejte. Jestli se všechno tohle fakt událo a ti lidé říkají pravdu, tak ať, já jim to přeji, ale proboha proč o tom natáčejí takovýhle paskvil? Každou chvíli jsem čekal, že se na obrazovce vyloupne nějaké telefonní číslo s informací, že si mám okamžitě objednat příručku ""Jak na život v deseti krocích"". Ideálně s bonusy jako nože Horsta Fuchse či TotalGym Chucka Norrise. A když se ozvu okamžitě, přijdou mi až domů zachrochtat Maxim Turbulenc, mě z toho šíbne, odvezou mě do Bohnic a jako léčebnou terapii mi naordinují soustavné pouštění tohohle ""filmu"" - Néééééééé! ~ Já chci svoje prášky, JÁ CHCI SVOJE PRÁŠKY!!!"
5,2,3," nic nove v dokumente povedane nebolo, a je to vymyvanie mozgu -("
